tier,file,upstream,new_upstream,upstream_action,our_lines,line_overlap,id_overlap
DERIVED-HIGH,tests/unit/extensions/envResolver.test.ts,tests/unit/extensions/envResolver.test.ts,tests/unit/extensions/envResolver.test.ts,DELETED-OR-UNTRACKED-MOVE,39,79.5,76.5
DERIVED-HIGH,tests/unit/previewEditorKeyRemount.test.ts,tests/unit/previewEditorKeyRemount.test.ts,tests/unit/previewEditorKeyRemount.test.ts,DELETED-OR-UNTRACKED-MOVE,24,79.2,100.0
DERIVED-HIGH,src/process/webserver/auth/repository/RateLimitStore.ts,src/process/webserver/auth/repository/RateLimitStore.ts,src/process/webserver/auth/repository/RateLimitStore.ts,DELETED-OR-UNTRACKED-MOVE,24,79.2,100.0
DERIVED-HIGH,src/renderer/pages/conversation/platforms/useConversationCommandQueue.ts,src/renderer/pages/conversation/platforms/useConversationCommandQueue.ts,packages/desktop/src/renderer/pages/conversation/platforms/useConversationCommandQueue.ts,MOVED+REWRITTEN,322,79.2,99.4
DERIVED-HIGH,tests/unit/SkillsHubSettings.dom.test.tsx,tests/unit/SkillsHubSettings.dom.test.tsx,tests/unit/skills/SkillsHubSettings.dom.test.tsx,MOVED+REWRITTEN,120,79.2,91.9
DERIVED-HIGH,src/renderer/pages/settings/components/ApiKeyEditorModal.tsx,src/renderer/pages/settings/components/ApiKeyEditorModal.tsx,src/renderer/pages/settings/components/ApiKeyEditorModal.tsx,DELETED-OR-UNTRACKED-MOVE,91,79.1,93.3
DERIVED-HIGH,tests/unit/platform/platformRegistry.test.ts,tests/unit/platform/platformRegistry.test.ts,tests/unit/platform/platformRegistry.test.ts,DELETED-OR-UNTRACKED-MOVE,19,78.9,96.3
DERIVED-HIGH,src/process/agent/acp/modelInfo.ts,src/process/agent/acp/modelInfo.ts,src/process/agent/acp/modelInfo.ts,DELETED-OR-UNTRACKED-MOVE,38,78.9,90.3
DERIVED-HIGH,src/process/agent/nanobot/index.ts,src/process/agent/nanobot/index.ts,packages/desktop/src/renderer/api/index.ts,MOVED+REWRITTEN,33,78.8,100.0
DERIVED-HIGH,src/process/services/database/StreamingMessageBuffer.ts,src/process/services/database/StreamingMessageBuffer.ts,src/process/services/database/StreamingMessageBuffer.ts,DELETED-OR-UNTRACKED-MOVE,47,78.7,100.0
DERIVED-HIGH,tests/e2e/specs/ext-acp.e2e.ts,tests/e2e/specs/ext-acp.e2e.ts,tests/e2e/specs/ext-acp.e2e.ts,EDITED-IN-PLACE,28,78.6,100.0
DERIVED-HIGH,src/process/services/database/SqliteChannelRepository.ts,src/process/services/database/SqliteChannelRepository.ts,src/process/services/database/SqliteChannelRepository.ts,DELETED-OR-UNTRACKED-MOVE,28,78.6,100.0
DERIVED-HIGH,src/renderer/pages/conversation/Messages/codex/ToolCallComponent/WebSearchDisplay.tsx,src/renderer/pages/conversation/Messages/codex/ToolCallComponent/WebSearchDisplay.tsx,src/renderer/pages/conversation/Messages/codex/ToolCallComponent/WebSearchDisplay.tsx,DELETED-OR-UNTRACKED-MOVE,28,78.6,77.8
DERIVED-HIGH,src/common/adapter/standalone.ts,src/common/adapter/standalone.ts,src/common/adapter/standalone.ts,DELETED-OR-UNTRACKED-MOVE,14,78.6,66.7
DERIVED-HIGH,src/renderer/pages/conversation/Workspace/utils/treeHelpers.ts,src/renderer/pages/conversation/Workspace/utils/treeHelpers.ts,src/renderer/pages/conversation/Workspace/utils/treeHelpers.ts,DELETED-OR-UNTRACKED-MOVE,107,78.5,83.1
DERIVED-HIGH,tests/e2e/specs/ext-channels.e2e.ts,tests/e2e/specs/ext-channels.e2e.ts,tests/e2e/specs/ext-channels.e2e.ts,UNTOUCHED,51,78.4,100.0
DERIVED-HIGH,src/renderer/pages/conversation/Preview/hooks/useScrollSync.ts,src/renderer/pages/conversation/Preview/hooks/useScrollSync.ts,packages/desktop/src/renderer/pages/conversation/Preview/hooks/useScrollSync.ts,MOVED-ONLY,51,78.4,100.0
DERIVED-HIGH,src/renderer/components/agent/ChannelConflictWarning.tsx,src/renderer/components/agent/ChannelConflictWarning.tsx,packages/desktop/src/renderer/components/agent/ChannelConflictWarning.tsx,MOVED-ONLY,37,78.4,94.8
DERIVED-HIGH,src/process/worker/fork/ForkTask.ts,src/process/worker/fork/ForkTask.ts,src/process/worker/fork/ForkTask.ts,DELETED-OR-UNTRACKED-MOVE,51,78.4,87.9
DERIVED-HIGH,src/process/services/openclawConflictDetector.ts,src/process/services/openclawConflictDetector.ts,src/process/services/openclawConflictDetector.ts,DELETED-OR-UNTRACKED-MOVE,69,78.3,95.5
DERIVED-HIGH,src/renderer/utils/workspace/workspace.ts,src/renderer/utils/workspace/workspace.ts,packages/desktop/src/renderer/utils/workspace/workspace.ts,MOVED+REWRITTEN,23,78.3,95.0
DERIVED-HIGH,src/renderer/pages/conversation/hooks/useWorkspaceCollapse.ts,src/renderer/pages/conversation/hooks/useWorkspaceCollapse.ts,packages/desktop/src/renderer/pages/conversation/hooks/useWorkspaceCollapse.ts,MOVED+EDITED,73,78.1,98.0
DERIVED-HIGH,tests/e2e/specs/ext-webui-contrib.e2e.ts,tests/e2e/specs/ext-webui-contrib.e2e.ts,tests/e2e/specs/ext-webui-contrib.e2e.ts,UNTOUCHED,59,78.0,100.0
DERIVED-HIGH,src/process/services/previewHistoryService.ts,src/process/services/previewHistoryService.ts,src/process/services/previewHistoryService.ts,DELETED-OR-UNTRACKED-MOVE,91,78.0,84.8
DERIVED-HIGH,tests/unit/remoteAgentBridge.test.ts,tests/unit/remoteAgentBridge.test.ts,tests/unit/remoteAgentBridge.test.ts,DELETED-OR-UNTRACKED-MOVE,213,77.9,100.0
DERIVED-HIGH,src/renderer/pages/conversation/Workspace/hooks/useWorkspaceMigration.ts,src/renderer/pages/conversation/Workspace/hooks/useWorkspaceMigration.ts,src/renderer/pages/conversation/Workspace/hooks/useWorkspaceMigration.ts,DELETED-OR-UNTRACKED-MOVE,104,77.9,88.2
DERIVED-HIGH,tests/unit/slashScrollFollow.test.ts,tests/unit/slashScrollFollow.test.ts,tests/unit/slashScrollFollow.test.ts,DELETED-OR-UNTRACKED-MOVE,9,77.8,100.0
DERIVED-HIGH,tests/e2e/specs/webui.e2e.ts,tests/e2e/specs/webui.e2e.ts,tests/e2e/specs/webui.e2e.ts,UNTOUCHED,45,77.8,100.0
DERIVED-HIGH,tests/integration/bundled-bun-packaged.test.ts,tests/integration/bundled-bun-packaged.test.ts,tests/integration/bundled-bun-packaged.test.ts,DELETED-OR-UNTRACKED-MOVE,81,77.8,87.0
DERIVED-HIGH,src/renderer/hooks/agent/useModelProviderList.ts,src/renderer/hooks/agent/useModelProviderList.ts,packages/desktop/src/renderer/hooks/agent/useModelProviderList.ts,MOVED+EDITED,63,77.8,86.4
DERIVED-HIGH,tests/unit/readDirectoryRecursive.test.ts,tests/unit/readDirectoryRecursive.test.ts,tests/unit/readDirectoryRecursive.test.ts,DELETED-OR-UNTRACKED-MOVE,112,77.7,93.6
DERIVED-HIGH,src/process/agent/gemini/cli/tools/conversation-tool-config.ts,src/process/agent/gemini/cli/tools/conversation-tool-config.ts,src/process/agent/gemini/cli/tools/conversation-tool-config.ts,DELETED-OR-UNTRACKED-MOVE,67,77.6,87.3
DERIVED-HIGH,tests/unit/geminiHooks.dom.test.ts,tests/unit/geminiHooks.dom.test.ts,tests/unit/geminiHooks.dom.test.ts,DELETED-OR-UNTRACKED-MOVE,80,77.5,100.0
DERIVED-HIGH,tests/unit/RemoteAgentManagement.dom.test.tsx,tests/unit/RemoteAgentManagement.dom.test.tsx,tests/unit/RemoteAgentManagement.dom.test.tsx,DELETED-OR-UNTRACKED-MOVE,71,77.5,89.6
DERIVED-HIGH,src/process/task/BaseAgentManager.ts,src/process/task/BaseAgentManager.ts,src/process/task/BaseAgentManager.ts,DELETED-OR-UNTRACKED-MOVE,40,77.5,86.7
DERIVED-HIGH,src/renderer/pages/conversation/Workspace/components/WorkspaceContextMenu.tsx,src/renderer/pages/conversation/Workspace/components/WorkspaceContextMenu.tsx,src/renderer/pages/conversation/Workspace/components/WorkspaceContextMenu.tsx,DELETED-OR-UNTRACKED-MOVE,53,77.4,93.1
DERIVED-HIGH,src/renderer/utils/chat/autoTitle.ts,src/renderer/utils/chat/autoTitle.ts,packages/desktop/src/renderer/utils/chat/autoTitle.ts,MOVED-ONLY,22,77.3,95.2
DERIVED-HIGH,src/renderer/components/settings/LanguageSwitcher.tsx,src/renderer/components/settings/LanguageSwitcher.tsx,packages/desktop/src/renderer/components/settings/LanguageSwitcher.tsx,MOVED+EDITED,22,77.3,88.5
DERIVED-HIGH,src/renderer/hooks/system/useProtocolDetection.ts,src/renderer/hooks/system/useProtocolDetection.ts,packages/desktop/src/renderer/hooks/system/useProtocolDetection.ts,MOVED+EDITED,48,77.1,100.0
DERIVED-HIGH,src/renderer/components/chat/CollapsibleContent.tsx,src/renderer/components/chat/CollapsibleContent.tsx,packages/desktop/src/renderer/components/chat/CollapsibleContent.tsx,MOVED-ONLY,70,77.1,96.2
DERIVED-HIGH,src/process/webserver/websocket/WebSocketManager.ts,src/process/webserver/websocket/WebSocketManager.ts,src/process/webserver/websocket/WebSocketManager.ts,DELETED-OR-UNTRACKED-MOVE,96,77.1,87.9
DERIVED-HIGH,src/process/task/ThinkTagDetector.ts,src/process/task/ThinkTagDetector.ts,src/process/task/ThinkTagDetector.ts,DELETED-OR-UNTRACKED-MOVE,39,76.9,100.0
DERIVED-HIGH,src/process/utils/configureChromium.ts,src/process/utils/configureChromium.ts,packages/desktop/src/process/utils/configureChromium.ts,MOVED+EDITED,130,76.9,81.7
DERIVED-HIGH,src/process/bridge/weixinLoginBridge.ts,src/process/bridge/weixinLoginBridge.ts,src/process/bridge/weixinLoginBridge.ts,DELETED-OR-UNTRACKED-MOVE,13,76.9,80.0
DERIVED-HIGH,src/renderer/pages/conversation/Workspace/hooks/useWorkspacePaste.ts,src/renderer/pages/conversation/Workspace/hooks/useWorkspacePaste.ts,src/renderer/pages/conversation/Workspace/hooks/useWorkspacePaste.ts,DELETED-OR-UNTRACKED-MOVE,112,76.8,97.9
DERIVED-HIGH,src/renderer/components/settings/SettingsModal/contents/SystemModalContent/DevSettings.tsx,src/renderer/components/settings/SettingsModal/contents/SystemModalContent/DevSettings.tsx,packages/desktop/src/renderer/components/settings/SettingsModal/contents/SystemModalContent/DevSettings.tsx,MOVED+EDITED,112,76.8,96.4
DERIVED-HIGH,src/renderer/utils/platform.ts,src/renderer/utils/platform.ts,packages/desktop/src/renderer/utils/platform.ts,MOVED+EDITED,47,76.6,73.8
DERIVED-HIGH,src/process/services/i18n/index.ts,src/process/services/i18n/index.ts,packages/desktop/src/process/services/i18n/index.ts,MOVED+EDITED,34,76.5,100.0
DERIVED-HIGH,tests/unit/ChannelModelSelectionRestore.dom.test.tsx,tests/unit/ChannelModelSelectionRestore.dom.test.tsx,tests/unit/ChannelModelSelectionRestore.dom.test.tsx,DELETED-OR-UNTRACKED-MOVE,81,76.5,95.0
DERIVED-HIGH,tests/unit/extensionsBridge.test.ts,tests/unit/extensionsBridge.test.ts,tests/unit/extensionsBridge.test.ts,DELETED-OR-UNTRACKED-MOVE,76,76.3,100.0
DERIVED-HIGH,tests/unit/weixinLoginHandler.test.ts,tests/unit/weixinLoginHandler.test.ts,tests/unit/weixinLoginHandler.test.ts,DELETED-OR-UNTRACKED-MOVE,59,76.3,98.0
DERIVED-HIGH,tests/unit/acpTypesSkillsDirs.test.ts,tests/unit/acpTypesSkillsDirs.test.ts,tests/unit/acpTypesSkillsDirs.test.ts,DELETED-OR-UNTRACKED-MOVE,59,76.3,93.0
DERIVED-HIGH,src/renderer/utils/file/diffUtils.ts,src/renderer/utils/file/diffUtils.ts,packages/desktop/src/renderer/utils/file/diffUtils.ts,MOVED+EDITED,42,76.2,100.0
DERIVED-HIGH,src/common/platform/IPlatformServices.ts,src/common/platform/IPlatformServices.ts,packages/desktop/src/common/platform/IPlatformServices.ts,MOVED+EDITED,21,76.2,77.4
DERIVED-HIGH,tests/unit/PptViewer.dom.test.tsx,tests/unit/PptViewer.dom.test.tsx,tests/unit/previews/PptViewer.dom.test.tsx,MOVED+REWRITTEN,71,76.1,100.0
DERIVED-HIGH,src/process/channels/plugins/lark/LarkCards.ts,src/process/channels/plugins/lark/LarkCards.ts,src/process/channels/plugins/lark/LarkCards.ts,DELETED-OR-UNTRACKED-MOVE,201,76.1,99.3
DERIVED-HIGH,src/process/agent/acp/AcpAdapter.ts,src/process/agent/acp/AcpAdapter.ts,src/process/agent/acp/AcpAdapter.ts,DELETED-OR-UNTRACKED-MOVE,100,76.0,93.4
DERIVED-HIGH,src/common/update/updateTypes.ts,src/common/update/updateTypes.ts,packages/desktop/src/common/update/updateTypes.ts,MOVED+EDITED,25,76.0,68.9
DERIVED-HIGH,tests/unit/mainWindowCloseHandler.test.ts,tests/unit/mainWindowCloseHandler.test.ts,tests/unit/mainWindowCloseHandler.test.ts,DELETED-OR-UNTRACKED-MOVE,29,75.9,100.0
DERIVED-HIGH,src/common/api/ClientFactory.ts,src/common/api/ClientFactory.ts,packages/desktop/src/common/api/ClientFactory.ts,MOVED+EDITED,58,75.9,97.9
DERIVED-HIGH,src/renderer/pages/conversation/components/ChatLayout/WorkspacePanelHeader.tsx,src/renderer/pages/conversation/components/ChatLayout/WorkspacePanelHeader.tsx,packages/desktop/src/renderer/pages/conversation/components/ChatLayout/WorkspacePanelHeader.tsx,MOVED+EDITED,29,75.9,86.1
DERIVED-HIGH,tests/unit/BaseAgentManagerDecouple.test.ts,tests/unit/BaseAgentManagerDecouple.test.ts,tests/unit/BaseAgentManagerDecouple.test.ts,DELETED-OR-UNTRACKED-MOVE,120,75.8,94.4
DERIVED-HIGH,src/renderer/pages/guid/components/AssistantSelectionArea.tsx,src/renderer/pages/guid/components/AssistantSelectionArea.tsx,packages/desktop/src/renderer/pages/guid/components/AssistantSelectionArea.tsx,MOVED+REWRITTEN,168,75.6,87.9
DERIVED-HIGH,src/renderer/services/SpeechToTextService.ts,src/renderer/services/SpeechToTextService.ts,packages/desktop/src/renderer/services/SpeechToTextService.ts,MOVED+EDITED,53,75.5,76.9
DERIVED-HIGH,tests/unit/sendboxWarmup.dom.test.ts,tests/unit/sendboxWarmup.dom.test.ts,tests/unit/sendboxWarmup.dom.test.ts,DELETED-OR-UNTRACKED-MOVE,122,75.4,100.0
DERIVED-HIGH,src/renderer/components/chat/CommandQueuePanel.tsx,src/renderer/components/chat/CommandQueuePanel.tsx,packages/desktop/src/renderer/components/chat/CommandQueuePanel.tsx,MOVED+REWRITTEN,150,75.3,96.9
DERIVED-HIGH,src/renderer/pages/settings/ExtensionSettingsPage.tsx,src/renderer/pages/settings/ExtensionSettingsPage.tsx,packages/desktop/src/renderer/pages/settings/ExtensionSettingsPage.tsx,MOVED+EDITED,81,75.3,84.8
DERIVED-HIGH,tests/unit/directoryApi.test.ts,tests/unit/directoryApi.test.ts,tests/unit/directoryApi.test.ts,DELETED-OR-UNTRACKED-MOVE,157,75.2,100.0
DERIVED-HIGH,src/renderer/pages/conversation/Preview/components/PreviewPanel/PreviewToolbar.tsx,src/renderer/pages/conversation/Preview/components/PreviewPanel/PreviewToolbar.tsx,packages/desktop/src/renderer/pages/conversation/Preview/components/PreviewPanel/PreviewToolbar.tsx,MOVED+EDITED,117,75.2,96.9
DERIVED-HIGH,src/process/services/mcpServices/agents/ClaudeMcpAgent.ts,src/process/services/mcpServices/agents/ClaudeMcpAgent.ts,src/process/services/mcpServices/agents/ClaudeMcpAgent.ts,DELETED-OR-UNTRACKED-MOVE,101,75.2,92.7
DERIVED-HIGH,tests/unit/slashCommandController.test.tsx,tests/unit/slashCommandController.test.tsx,tests/unit/slashCommandController.test.tsx,DELETED-OR-UNTRACKED-MOVE,24,75.0,100.0
DERIVED-HIGH,tests/integration/i18n-performance.test.ts,tests/integration/i18n-performance.test.ts,tests/integration/i18n-performance.test.ts,DELETED-OR-UNTRACKED-MOVE,88,75.0,100.0
DERIVED-HIGH,src/common/utils/protocolDetector.ts,src/common/utils/protocolDetector.ts,packages/desktop/src/common/utils/protocolDetector.ts,MOVED+EDITED,112,75.0,99.1
DERIVED-HIGH,tests/e2e/specs/acp-agent.e2e.ts,tests/e2e/specs/acp-agent.e2e.ts,tests/e2e/specs/acp-agent.e2e.ts,EDITED-IN-PLACE,44,75.0,97.8
DERIVED-HIGH,src/renderer/hooks/chat/useCompositionInput.ts,src/renderer/hooks/chat/useCompositionInput.ts,packages/desktop/src/renderer/hooks/chat/useCompositionInput.ts,MOVED+EDITED,16,75.0,85.7
DERIVED-HIGH,src/renderer/pages/conversation/Preview/components/editors/index.ts,src/renderer/pages/conversation/Preview/components/editors/index.ts,packages/desktop/src/renderer/pages/conversation/Preview/components/editors/index.ts,MOVED+EDITED,4,75.0,75.0
DERIVED-HIGH,src/renderer/utils/file/workspaceFs.ts,src/renderer/utils/file/workspaceFs.ts,src/renderer/utils/file/workspaceFs.ts,DELETED-OR-UNTRACKED-MOVE,8,75.0,73.3
DERIVED-HIGH,src/renderer/hooks/context/LayoutContext.tsx,src/renderer/hooks/context/LayoutContext.tsx,packages/desktop/src/renderer/hooks/context/LayoutContext.tsx,MOVED-ONLY,8,75.0,61.5
DERIVED-HIGH,tests/unit/AgentCard.dom.test.tsx,tests/unit/AgentCard.dom.test.tsx,tests/unit/renderer/AgentCard.dom.test.tsx,MOVED+REWRITTEN,87,74.7,90.0
DERIVED-HIGH,src/process/channels/plugins/telegram/TelegramAdapter.ts,src/process/channels/plugins/telegram/TelegramAdapter.ts,src/process/channels/plugins/telegram/TelegramAdapter.ts,DELETED-OR-UNTRACKED-MOVE,130,74.6,80.8
DERIVED-HIGH,tests/unit/modelBridge.test.ts,tests/unit/modelBridge.test.ts,tests/unit/modelBridge.test.ts,DELETED-OR-UNTRACKED-MOVE,51,74.5,100.0
DERIVED-HIGH,src/renderer/pages/conversation/Messages/components/MessageToolGroup.tsx,src/renderer/pages/conversation/Messages/components/MessageToolGroup.tsx,packages/desktop/src/renderer/pages/conversation/Messages/components/MessageToolGroup.tsx,MOVED+EDITED,231,74.5,93.0
DERIVED-HIGH,src/renderer/pages/conversation/Messages/components/MessageToolGroupSummary.tsx,src/renderer/pages/conversation/Messages/components/MessageToolGroupSummary.tsx,packages/desktop/src/renderer/pages/conversation/Messages/components/MessageToolGroupSummary.tsx,MOVED+REWRITTEN,110,74.5,92.1
DERIVED-HIGH,vite.renderer.config.ts,vite.renderer.config.ts,vite.renderer.config.ts,DELETED-OR-UNTRACKED-MOVE,51,74.5,80.6
DERIVED-HIGH,tests/unit/InlineAgentEditor.dom.test.tsx,tests/unit/InlineAgentEditor.dom.test.tsx,tests/unit/InlineAgentEditor.dom.test.tsx,DELETED-OR-UNTRACKED-MOVE,117,74.4,100.0
DERIVED-HIGH,src/renderer/pages/conversation/hooks/useTitleRename.ts,src/renderer/pages/conversation/hooks/useTitleRename.ts,packages/desktop/src/renderer/pages/conversation/hooks/useTitleRename.ts,MOVED+EDITED,39,74.4,92.7
DERIVED-HIGH,tests/unit/initAgent.skills.test.ts,tests/unit/initAgent.skills.test.ts,tests/unit/initAgent.skills.test.ts,DELETED-OR-UNTRACKED-MOVE,153,73.9,97.9
DERIVED-HIGH,src/renderer/hooks/context/ThemeContext.tsx,src/renderer/hooks/context/ThemeContext.tsx,packages/desktop/src/renderer/hooks/context/ThemeContext.tsx,MOVED+REWRITTEN,23,73.9,84.6
DERIVED-HIGH,src/renderer/utils/file/download.ts,src/renderer/utils/file/download.ts,packages/desktop/src/renderer/utils/file/download.ts,MOVED+EDITED,19,73.7,84.0
DERIVED-HIGH,tests/unit/chat/sendboxExport.dom.test.tsx,tests/unit/chat/sendboxExport.dom.test.tsx,tests/unit/chat/sendboxExport.dom.test.tsx,DELETED-OR-UNTRACKED-MOVE,129,73.6,100.0
DERIVED-HIGH,src/renderer/pages/settings/components/OneClickImportModal.tsx,src/renderer/pages/settings/components/OneClickImportModal.tsx,packages/desktop/src/renderer/pages/settings/components/OneClickImportModal.tsx,MOVED+REWRITTEN,136,73.5,89.2
DERIVED-HIGH,src/process/utils/deepLink.ts,src/process/utils/deepLink.ts,packages/desktop/src/process/utils/deepLink.ts,MOVED+EDITED,30,73.3,84.8
DERIVED-HIGH,src/process/bridge/dialogBridge.ts,src/process/bridge/dialogBridge.ts,packages/desktop/src/process/bridge/dialogBridge.ts,MOVED-ONLY,15,73.3,70.8
DERIVED-HIGH,tests/unit/extensions/dependencyResolver.test.ts,tests/unit/extensions/dependencyResolver.test.ts,tests/unit/extensions/dependencyResolver.test.ts,DELETED-OR-UNTRACKED-MOVE,41,73.2,80.0
DERIVED-HIGH,src/process/bridge/windowControlsBridge.ts,src/process/bridge/windowControlsBridge.ts,packages/desktop/src/process/bridge/windowControlsBridge.ts,MOVED+EDITED,26,73.1,100.0
DERIVED-HIGH,src/renderer/components/media/HorizontalFileList.tsx,src/renderer/components/media/HorizontalFileList.tsx,packages/desktop/src/renderer/components/media/HorizontalFileList.tsx,MOVED+EDITED,63,73.0,95.5
DERIVED-HIGH,tests/unit/layoutCalc.test.ts,tests/unit/layoutCalc.test.ts,tests/unit/layoutCalc.test.ts,DELETED-OR-UNTRACKED-MOVE,166,72.9,100.0
DERIVED-HIGH,src/process/webserver/middleware/rateLimiter.ts,src/process/webserver/middleware/rateLimiter.ts,src/process/webserver/middleware/rateLimiter.ts,DELETED-OR-UNTRACKED-MOVE,66,72.7,100.0
DERIVED-HIGH,tests/e2e/specs/ext-mcp.e2e.ts,tests/e2e/specs/ext-mcp.e2e.ts,tests/e2e/specs/ext-mcp.e2e.ts,EDITED-IN-PLACE,22,72.7,96.6
DERIVED-HIGH,tests/unit/webuiStaticRoutes.test.ts,tests/unit/webuiStaticRoutes.test.ts,tests/unit/webuiStaticRoutes.test.ts,DELETED-OR-UNTRACKED-MOVE,33,72.7,83.3
DERIVED-HIGH,src/process/webserver/routes/apiRoutes.ts,src/process/webserver/routes/apiRoutes.ts,src/process/webserver/routes/apiRoutes.ts,DELETED-OR-UNTRACKED-MOVE,300,72.7,79.6
DERIVED-HIGH,src/renderer/pages/conversation/GroupedHistory/hooks/useConversationListSync.ts,src/renderer/pages/conversation/GroupedHistory/hooks/useConversationListSync.ts,packages/desktop/src/renderer/pages/conversation/GroupedHistory/hooks/useConversationListSync.ts,MOVED+EDITED,138,72.5,85.4
DERIVED-HIGH,src/process/task/RemoteAgentManager.ts,src/process/task/RemoteAgentManager.ts,src/process/task/RemoteAgentManager.ts,DELETED-OR-UNTRACKED-MOVE,127,72.4,82.9
DERIVED-HIGH,tests/unit/ThinkTagDetector.test.ts,tests/unit/ThinkTagDetector.test.ts,tests/unit/ThinkTagDetector.test.ts,DELETED-OR-UNTRACKED-MOVE,231,72.3,88.4
DERIVED-HIGH,src/process/services/cron/CronStore.ts,src/process/services/cron/CronStore.ts,src/process/services/cron/CronStore.ts,DELETED-OR-UNTRACKED-MOVE,126,72.2,82.2
DERIVED-HIGH,src/renderer/utils/model/agentLogo.ts,src/renderer/utils/model/agentLogo.ts,packages/desktop/src/renderer/utils/model/agentLogo.ts,MOVED+REWRITTEN,61,72.1,78.6
DERIVED-HIGH,src/process/channels/plugins/BasePlugin.ts,src/process/channels/plugins/BasePlugin.ts,src/process/channels/plugins/BasePlugin.ts,DELETED-OR-UNTRACKED-MOVE,68,72.1,70.4
DERIVED-HIGH,tests/integration/autoUpdate.integration.test.ts,tests/integration/autoUpdate.integration.test.ts,tests/integration/autoUpdate.integration.test.ts,DELETED-OR-UNTRACKED-MOVE,103,71.8,93.8
DERIVED-HIGH,tests/unit/assistantHooks.dom.test.ts,tests/unit/assistantHooks.dom.test.ts,tests/unit/assistantHooks.dom.test.ts,DELETED-OR-UNTRACKED-MOVE,206,71.8,91.9
DERIVED-HIGH,src/renderer/pages/conversation/platforms/gemini/GeminiModelSelector.tsx,src/renderer/pages/conversation/platforms/gemini/GeminiModelSelector.tsx,src/renderer/pages/conversation/platforms/gemini/GeminiModelSelector.tsx,DELETED-OR-UNTRACKED-MOVE,110,71.8,83.1
DERIVED-HIGH,tests/unit/workerTaskManagerSingleton.test.ts,tests/unit/workerTaskManagerSingleton.test.ts,tests/unit/workerTaskManagerSingleton.test.ts,DELETED-OR-UNTRACKED-MOVE,46,71.7,90.0
DERIVED-HIGH,src/renderer/pages/guid/components/PresetAgentTag.tsx,src/renderer/pages/guid/components/PresetAgentTag.tsx,src/renderer/pages/guid/components/PresetAgentTag.tsx,DELETED-OR-UNTRACKED-MOVE,53,71.7,85.7
DERIVED-HIGH,src/process/bridge/authBridge.ts,src/process/bridge/authBridge.ts,src/process/bridge/authBridge.ts,DELETED-OR-UNTRACKED-MOVE,46,71.7,70.3
DERIVED-HIGH,src/process/extensions/resolvers/utils/engineValidator.ts,src/process/extensions/resolvers/utils/engineValidator.ts,src/process/extensions/resolvers/utils/engineValidator.ts,DELETED-OR-UNTRACKED-MOVE,46,71.7,68.1
DERIVED-HIGH,tests/unit/renderer/useGeminiInitialMessage.dom.test.tsx,tests/unit/renderer/useGeminiInitialMessage.dom.test.tsx,tests/unit/renderer/useGeminiInitialMessage.dom.test.tsx,DELETED-OR-UNTRACKED-MOVE,88,71.6,94.4
DERIVED-HIGH,src/renderer/services/PasteService.ts,src/renderer/services/PasteService.ts,packages/desktop/src/renderer/services/PasteService.ts,MOVED+EDITED,116,71.6,87.3
DERIVED-HIGH,src/process/agent/acp/AcpConnection.ts,src/process/agent/acp/AcpConnection.ts,src/process/agent/acp/AcpConnection.ts,DELETED-OR-UNTRACKED-MOVE,431,71.5,88.0
DERIVED-HIGH,src/renderer/pages/conversation/Messages/components/MessageThinking.tsx,src/renderer/pages/conversation/Messages/components/MessageThinking.tsx,packages/desktop/src/renderer/pages/conversation/Messages/components/MessageThinking.tsx,MOVED+REWRITTEN,49,71.4,93.0
DERIVED-HIGH,src/renderer/pages/conversation/Messages/components/MessageTips.tsx,src/renderer/pages/conversation/Messages/components/MessageTips.tsx,packages/desktop/src/renderer/pages/conversation/Messages/components/MessageTips.tsx,MOVED+REWRITTEN,28,71.4,84.8
DERIVED-HIGH,tests/unit/acpApplySessionMode.test.ts,tests/unit/acpApplySessionMode.test.ts,tests/unit/acpApplySessionMode.test.ts,DELETED-OR-UNTRACKED-MOVE,98,71.4,83.0
DERIVED-HIGH,src/process/services/mcpServices/agents/GeminiMcpAgent.ts,src/process/services/mcpServices/agents/GeminiMcpAgent.ts,src/process/services/mcpServices/agents/GeminiMcpAgent.ts,DELETED-OR-UNTRACKED-MOVE,108,71.3,89.1
DERIVED-HIGH,tests/unit/platform/NodePlatformServices.test.ts,tests/unit/platform/NodePlatformServices.test.ts,tests/unit/platform/NodePlatformServices.test.ts,DELETED-OR-UNTRACKED-MOVE,66,71.2,97.7
DERIVED-HIGH,src/process/extensions/index.ts,src/process/extensions/index.ts,packages/desktop/src/renderer/api/index.ts,MOVED+REWRITTEN,38,71.1,84.3
DERIVED-HIGH,tests/unit/guidAgentHooks.dom.test.ts,tests/unit/guidAgentHooks.dom.test.ts,tests/unit/guidAgentHooks.dom.test.ts,DELETED-OR-UNTRACKED-MOVE,123,70.7,100.0
DERIVED-HIGH,src/renderer/pages/conversation/platforms/gemini/useGeminiMessage.ts,src/renderer/pages/conversation/platforms/gemini/useGeminiMessage.ts,packages/desktop/src/renderer/pages/conversation/platforms/aionrs/useAionrsMessage.ts,MOVED+EDITED,157,70.7,95.3
DERIVED-HIGH,tests/unit/SqliteConversationRepository.test.ts,tests/unit/SqliteConversationRepository.test.ts,tests/unit/SqliteConversationRepository.test.ts,DELETED-OR-UNTRACKED-MOVE,75,70.7,71.2
