tier,file,upstream,new_upstream,upstream_action,our_lines,line_overlap,id_overlap
DERIVED-HIGH,tests/unit/chat/sendboxHistory.dom.test.tsx,tests/unit/chat/sendboxHistory.dom.test.tsx,tests/unit/chat/sendboxHistory.dom.test.tsx,DELETED-OR-UNTRACKED-MOVE,111,94.6,100.0
DERIVED-HIGH,src/process/agent/openclaw/openclawConfig.ts,src/process/agent/openclaw/openclawConfig.ts,src/process/agent/openclaw/openclawConfig.ts,DELETED-OR-UNTRACKED-MOVE,55,94.5,100.0
DERIVED-HIGH,tests/unit/acpStartupError.test.ts,tests/unit/acpStartupError.test.ts,tests/unit/acpStartupError.test.ts,DELETED-OR-UNTRACKED-MOVE,36,94.4,100.0
DERIVED-HIGH,src/renderer/utils/ui/siderTooltip.ts,src/renderer/utils/ui/siderTooltip.ts,packages/desktop/src/renderer/utils/ui/siderTooltip.ts,MOVED+EDITED,18,94.4,100.0
DERIVED-HIGH,src/renderer/hooks/file/useDiffPreviewHandlers.ts,src/renderer/hooks/file/useDiffPreviewHandlers.ts,packages/desktop/src/renderer/hooks/file/useDiffPreviewHandlers.ts,MOVED+EDITED,18,94.4,100.0
DERIVED-HIGH,src/renderer/pages/conversation/GroupedHistory/utils/visibleConversationOrder.ts,src/renderer/pages/conversation/GroupedHistory/utils/visibleConversationOrder.ts,packages/desktop/src/renderer/pages/conversation/GroupedHistory/utils/visibleConversationOrder.ts,MOVED-ONLY,18,94.4,100.0
DERIVED-HIGH,src/renderer/pages/conversation/components/ChatTitleEditor.tsx,src/renderer/pages/conversation/components/ChatTitleEditor.tsx,packages/desktop/src/renderer/pages/conversation/components/ChatTitleEditor.tsx,MOVED+EDITED,36,94.4,100.0
DERIVED-HIGH,tests/unit/platform/inlinePlatformServices.test.ts,tests/unit/platform/inlinePlatformServices.test.ts,tests/unit/platform/inlinePlatformServices.test.ts,DELETED-OR-UNTRACKED-MOVE,18,94.4,96.2
DERIVED-HIGH,tests/unit/deviceAuthStore.test.ts,tests/unit/deviceAuthStore.test.ts,tests/unit/deviceAuthStore.test.ts,DELETED-OR-UNTRACKED-MOVE,35,94.3,100.0
DERIVED-HIGH,src/process/agent/gemini/cli/settings.ts,src/process/agent/gemini/cli/settings.ts,src/process/agent/gemini/cli/settings.ts,DELETED-OR-UNTRACKED-MOVE,193,94.3,100.0
DERIVED-HIGH,tests/e2e/specs/ext-capabilities.e2e.ts,tests/e2e/specs/ext-capabilities.e2e.ts,tests/e2e/specs/ext-capabilities.e2e.ts,EDITED-IN-PLACE,70,94.3,99.0
DERIVED-HIGH,src/process/channels/plugins/telegram/TelegramKeyboards.ts,src/process/channels/plugins/telegram/TelegramKeyboards.ts,src/process/channels/plugins/telegram/TelegramKeyboards.ts,DELETED-OR-UNTRACKED-MOVE,52,94.2,100.0
DERIVED-HIGH,src/process/extensions/resolvers/ChannelPluginResolver.ts,src/process/extensions/resolvers/ChannelPluginResolver.ts,src/process/extensions/resolvers/ChannelPluginResolver.ts,DELETED-OR-UNTRACKED-MOVE,103,94.2,92.8
DERIVED-HIGH,tests/unit/base64.test.ts,tests/unit/base64.test.ts,tests/unit/renderer/utils/base64.test.ts,MOVED+REWRITTEN,34,94.1,100.0
DERIVED-HIGH,tests/unit/fileChanges.test.ts,tests/unit/fileChanges.test.ts,tests/unit/fileChanges.test.ts,DELETED-OR-UNTRACKED-MOVE,34,94.1,100.0
DERIVED-HIGH,src/renderer/pages/guid/utils/caretUtils.ts,src/renderer/pages/guid/utils/caretUtils.ts,packages/desktop/src/renderer/pages/guid/utils/caretUtils.ts,MOVED-ONLY,17,94.1,100.0
DERIVED-HIGH,src/renderer/pages/conversation/utils/detectPlatform.ts,src/renderer/pages/conversation/utils/detectPlatform.ts,packages/desktop/src/renderer/pages/conversation/utils/detectPlatform.ts,MOVED-ONLY,17,94.1,100.0
DERIVED-HIGH,src/process/channels/agent/ChannelEventBus.ts,src/process/channels/agent/ChannelEventBus.ts,src/process/channels/agent/ChannelEventBus.ts,DELETED-OR-UNTRACKED-MOVE,17,94.1,100.0
DERIVED-HIGH,src/process/bridge/notificationBridge.ts,src/process/bridge/notificationBridge.ts,packages/desktop/src/process/bridge/notificationBridge.ts,MOVED+EDITED,17,94.1,95.5
DERIVED-HIGH,src/process/index.ts,src/process/index.ts,packages/desktop/src/process/index.ts,MOVED+EDITED,17,94.1,95.2
DERIVED-HIGH,src/common/update/models/VersionInfo.ts,src/common/update/models/VersionInfo.ts,packages/desktop/src/common/update/models/VersionInfo.ts,MOVED-ONLY,66,93.9,100.0
DERIVED-HIGH,src/process/worker/gemini.ts,src/process/worker/gemini.ts,src/process/worker/gemini.ts,DELETED-OR-UNTRACKED-MOVE,33,93.9,96.0
DERIVED-HIGH,tests/unit/EditModeModal.dom.test.tsx,tests/unit/EditModeModal.dom.test.tsx,tests/unit/EditModeModal.dom.test.tsx,DELETED-OR-UNTRACKED-MOVE,97,93.8,99.2
DERIVED-HIGH,tests/unit/test_version_info.ts,tests/unit/test_version_info.ts,tests/unit/test_version_info.ts,DELETED-OR-UNTRACKED-MOVE,79,93.7,100.0
DERIVED-HIGH,src/process/agent/gemini/cli/types.ts,src/process/agent/gemini/cli/types.ts,packages/desktop/src/renderer/api/types.ts,MOVED+REWRITTEN,63,93.7,100.0
DERIVED-HIGH,src/renderer/pages/conversation/Preview/components/PreviewPanel/PreviewHistoryDropdown.tsx,src/renderer/pages/conversation/Preview/components/PreviewPanel/PreviewHistoryDropdown.tsx,packages/desktop/src/renderer/pages/conversation/Preview/components/PreviewPanel/PreviewHistoryDropdown.tsx,MOVED+EDITED,31,93.5,100.0
DERIVED-HIGH,src/renderer/pages/conversation/Preview/hooks/usePreviewHistory.ts,src/renderer/pages/conversation/Preview/hooks/usePreviewHistory.ts,packages/desktop/src/renderer/pages/conversation/Preview/hooks/usePreviewHistory.ts,MOVED+EDITED,62,93.5,100.0
DERIVED-HIGH,src/renderer/pages/conversation/Workspace/hooks/useWorkspaceSearch.ts,src/renderer/pages/conversation/Workspace/hooks/useWorkspaceSearch.ts,src/renderer/pages/conversation/Workspace/hooks/useWorkspaceSearch.ts,DELETED-OR-UNTRACKED-MOVE,30,93.3,100.0
DERIVED-HIGH,src/process/task/IpcAgentEventEmitter.ts,src/process/task/IpcAgentEventEmitter.ts,src/process/task/IpcAgentEventEmitter.ts,DELETED-OR-UNTRACKED-MOVE,15,93.3,100.0
DERIVED-HIGH,src/renderer/hooks/ui/useResizableSplit.tsx,src/renderer/hooks/ui/useResizableSplit.tsx,packages/desktop/src/renderer/hooks/ui/useResizableSplit.tsx,MOVED+EDITED,103,93.2,100.0
DERIVED-HIGH,src/renderer/hooks/file/useDragUpload.ts,src/renderer/hooks/file/useDragUpload.ts,packages/desktop/src/renderer/hooks/file/useDragUpload.ts,MOVED+EDITED,44,93.2,100.0
DERIVED-HIGH,src/renderer/pages/conversation/GroupedHistory/hooks/useBatchSelection.ts,src/renderer/pages/conversation/GroupedHistory/hooks/useBatchSelection.ts,packages/desktop/src/renderer/pages/conversation/GroupedHistory/hooks/useBatchSelection.ts,MOVED+EDITED,29,93.1,100.0
DERIVED-HIGH,src/process/extensions/resolvers/SettingsTabResolver.ts,src/process/extensions/resolvers/SettingsTabResolver.ts,src/process/extensions/resolvers/SettingsTabResolver.ts,DELETED-OR-UNTRACKED-MOVE,72,93.1,95.6
DERIVED-HIGH,src/renderer/pages/conversation/Messages/codex/ToolCallComponent/McpToolDisplay.tsx,src/renderer/pages/conversation/Messages/codex/ToolCallComponent/McpToolDisplay.tsx,src/renderer/pages/conversation/Messages/codex/ToolCallComponent/McpToolDisplay.tsx,DELETED-OR-UNTRACKED-MOVE,43,93.0,100.0
DERIVED-HIGH,src/process/agent/gemini/cli/config.ts,src/process/agent/gemini/cli/config.ts,src/process/agent/gemini/cli/config.ts,DELETED-OR-UNTRACKED-MOVE,171,93.0,97.7
DERIVED-HIGH,src/renderer/components/media/LocalImageView.tsx,src/renderer/components/media/LocalImageView.tsx,packages/desktop/src/renderer/components/media/LocalImageView.tsx,MOVED+EDITED,28,92.9,93.1
DERIVED-HIGH,src/renderer/hooks/file/useDirectorySelection.tsx,src/renderer/hooks/file/useDirectorySelection.tsx,packages/desktop/src/renderer/hooks/file/useDirectorySelection.tsx,MOVED+EDITED,27,92.6,100.0
DERIVED-HIGH,src/common/types/codex/utils/permissionUtils.ts,src/common/types/codex/utils/permissionUtils.ts,src/common/types/codex/utils/permissionUtils.ts,DELETED-OR-UNTRACKED-MOVE,54,92.6,100.0
DERIVED-HIGH,tests/unit/mainWindowLifecycle.test.ts,tests/unit/mainWindowLifecycle.test.ts,tests/unit/mainWindowLifecycle.test.ts,DELETED-OR-UNTRACKED-MOVE,40,92.5,100.0
DERIVED-HIGH,tests/unit/webuiServiceWorker.test.ts,tests/unit/webuiServiceWorker.test.ts,tests/unit/webuiServiceWorker.test.ts,DELETED-OR-UNTRACKED-MOVE,53,92.5,100.0
DERIVED-HIGH,src/renderer/pages/conversation/components/ChatHistory.tsx,src/renderer/pages/conversation/components/ChatHistory.tsx,packages/desktop/src/renderer/pages/conversation/components/ChatHistory.tsx,MOVED+EDITED,120,92.5,96.1
DERIVED-HIGH,src/renderer/hooks/file/useConversationExport.tsx,src/renderer/hooks/file/useConversationExport.tsx,packages/desktop/src/renderer/hooks/file/useConversationExport.tsx,MOVED+EDITED,132,92.4,100.0
DERIVED-HIGH,src/process/agent/gemini/cli/oauthTokenManager.ts,src/process/agent/gemini/cli/oauthTokenManager.ts,src/process/agent/gemini/cli/oauthTokenManager.ts,DELETED-OR-UNTRACKED-MOVE,118,92.4,100.0
DERIVED-HIGH,tests/unit/renderer/conversationCommandQueue.drag.dom.test.tsx,tests/unit/renderer/conversationCommandQueue.drag.dom.test.tsx,tests/unit/renderer/conversationCommandQueue.drag.dom.test.tsx,DELETED-OR-UNTRACKED-MOVE,65,92.3,100.0
DERIVED-HIGH,tests/unit/renderer/hooks/useSendBoxDraft.dom.test.ts,tests/unit/renderer/hooks/useSendBoxDraft.dom.test.ts,tests/unit/renderer/hooks/useSendBoxDraft.dom.test.ts,DELETED-OR-UNTRACKED-MOVE,13,92.3,100.0
DERIVED-HIGH,src/renderer/pages/guid/hooks/useTypewriterPlaceholder.ts,src/renderer/pages/guid/hooks/useTypewriterPlaceholder.ts,packages/desktop/src/renderer/pages/guid/hooks/useTypewriterPlaceholder.ts,MOVED-ONLY,13,92.3,100.0
DERIVED-HIGH,src/process/bridge/__tests__/webuiQR.test.ts,src/process/bridge/__tests__/webuiQR.test.ts,src/process/bridge/__tests__/webuiQR.test.ts,DELETED-OR-UNTRACKED-MOVE,26,92.3,100.0
DERIVED-HIGH,src/process/channels/actions/ChatActions.ts,src/process/channels/actions/ChatActions.ts,src/process/channels/actions/ChatActions.ts,DELETED-OR-UNTRACKED-MOVE,52,92.3,100.0
DERIVED-HIGH,src/process/agent/openclaw/OpenClawGatewayConnection.ts,src/process/agent/openclaw/OpenClawGatewayConnection.ts,src/process/agent/openclaw/OpenClawGatewayConnection.ts,DELETED-OR-UNTRACKED-MOVE,207,92.3,99.4
DERIVED-HIGH,src/renderer/hooks/agent/useModeModeList.ts,src/renderer/hooks/agent/useModeModeList.ts,packages/desktop/src/renderer/hooks/agent/useModeModeList.ts,MOVED+REWRITTEN,39,92.3,97.1
DERIVED-HIGH,src/process/channels/index.ts,src/process/channels/index.ts,packages/desktop/src/renderer/api/index.ts,MOVED+REWRITTEN,13,92.3,95.7
DERIVED-HIGH,src/renderer/pages/settings/ToolsSettings/McpAgentStatusDisplay.tsx,src/renderer/pages/settings/ToolsSettings/McpAgentStatusDisplay.tsx,src/renderer/pages/settings/ToolsSettings/McpAgentStatusDisplay.tsx,DELETED-OR-UNTRACKED-MOVE,39,92.3,95.0
DERIVED-HIGH,tests/unit/geminiConversationBridge.test.ts,tests/unit/geminiConversationBridge.test.ts,tests/unit/geminiConversationBridge.test.ts,DELETED-OR-UNTRACKED-MOVE,38,92.1,100.0
DERIVED-HIGH,src/renderer/pages/guid/hooks/useGuidMention.ts,src/renderer/pages/guid/hooks/useGuidMention.ts,src/renderer/pages/guid/hooks/useGuidMention.ts,DELETED-OR-UNTRACKED-MOVE,89,92.1,95.7
DERIVED-HIGH,src/renderer/utils/ui/HOC.tsx,src/renderer/utils/ui/HOC.tsx,packages/desktop/src/renderer/utils/ui/HOC.tsx,MOVED-ONLY,25,92.0,100.0
DERIVED-HIGH,tests/unit/ConversationSearchPopover.dom.test.tsx,tests/unit/ConversationSearchPopover.dom.test.tsx,tests/unit/ConversationSearchPopover.dom.test.tsx,DELETED-OR-UNTRACKED-MOVE,88,92.0,99.2
DERIVED-HIGH,src/renderer/pages/conversation/components/ConversationTitleMinimap/index.tsx,src/renderer/pages/conversation/components/ConversationTitleMinimap/index.tsx,packages/desktop/src/renderer/pages/conversation/components/ConversationTitleMinimap/index.tsx,MOVED+EDITED,88,92.0,99.2
DERIVED-HIGH,src/process/bridge/remoteAgentBridge.ts,src/process/bridge/remoteAgentBridge.ts,src/process/bridge/remoteAgentBridge.ts,DELETED-OR-UNTRACKED-MOVE,110,91.8,96.9
DERIVED-HIGH,src/renderer/utils/chat/latexDelimiters.ts,src/renderer/utils/chat/latexDelimiters.ts,packages/desktop/src/renderer/utils/chat/latexDelimiters.ts,MOVED-ONLY,12,91.7,100.0
DERIVED-HIGH,src/renderer/components/settings/SettingsModal/contents/SystemModalContent/DirInputItem.tsx,src/renderer/components/settings/SettingsModal/contents/SystemModalContent/DirInputItem.tsx,packages/desktop/src/renderer/components/settings/SettingsModal/contents/SystemModalContent/DirInputItem.tsx,MOVED+REWRITTEN,24,91.7,97.4
