tier,file,upstream,our_lines,line_overlap,id_overlap,aionui_notice
DERIVED-HIGH,src/renderer/pages/conversation/Preview/components/viewers/PptViewer.tsx,packages/desktop/src/renderer/pages/conversation/Preview/components/viewers/PptViewer.tsx,5,100.0,80.0,False
DERIVED-HIGH,src/renderer/pages/conversation/Preview/components/viewers/ExcelViewer.tsx,packages/desktop/src/renderer/pages/conversation/Preview/components/viewers/ExcelViewer.tsx,5,100.0,80.0,False
DERIVED-HIGH,src/renderer/pages/conversation/Messages/types.ts,packages/desktop/src/renderer/pages/conversation/Messages/types.ts,2,100.0,66.7,False
DERIVED-HIGH,src/renderer/pages/conversation/components/ConversationTitleMinimap/minimapUtils.ts,packages/desktop/src/renderer/pages/conversation/components/ConversationTitleMinimap/minimapUtils.ts,113,99.1,100.0,False
DERIVED-HIGH,src/renderer/pages/conversation/Preview/components/renderers/htmlInspectScript.ts,packages/desktop/src/renderer/pages/conversation/Preview/components/renderers/htmlInspectScript.ts,65,98.5,100.0,False
DERIVED-HIGH,src/renderer/pages/conversation/components/ChatLayout/MobileWorkspaceOverlay.tsx,packages/desktop/src/renderer/pages/conversation/components/ChatLayout/MobileWorkspaceOverlay.tsx,42,97.6,100.0,False
DERIVED-HIGH,src/renderer/utils/ui/runtimePatches.ts,packages/desktop/src/renderer/utils/ui/runtimePatches.ts,80,97.5,100.0,False
DERIVED-HIGH,src/renderer/hooks/ui/useFontScale.ts,packages/desktop/src/renderer/hooks/ui/useFontScale.ts,32,96.9,100.0,False
DERIVED-HIGH,src/renderer/pages/conversation/Preview/components/viewers/DiffViewer.tsx,packages/desktop/src/renderer/pages/conversation/Preview/components/viewers/DiffViewer.tsx,98,96.9,97.4,False
DERIVED-HIGH,src/common/api/ApiKeyManager.ts,packages/desktop/src/common/api/ApiKeyManager.ts,63,96.8,95.7,False
DERIVED-HIGH,src/renderer/utils/ui/ModalHOC.tsx,packages/desktop/src/renderer/utils/ui/ModalHOC.tsx,27,96.3,100.0,False
DERIVED-HIGH,src/renderer/pages/conversation/Preview/hooks/useTabOverflow.ts,packages/desktop/src/renderer/pages/conversation/Preview/hooks/useTabOverflow.ts,27,96.3,100.0,False
DERIVED-HIGH,src/renderer/hooks/mcp/useMcpModal.ts,packages/desktop/src/renderer/hooks/mcp/useMcpModal.ts,21,95.2,100.0,False
DERIVED-HIGH,src/renderer/pages/conversation/Preview/components/PreviewPanel/PreviewContextMenu.tsx,packages/desktop/src/renderer/pages/conversation/Preview/components/PreviewPanel/PreviewContextMenu.tsx,42,95.2,100.0,False
DERIVED-HIGH,src/common/platform/IPlatformServices.ts,packages/desktop/src/common/platform/IPlatformServices.ts,21,95.2,96.8,False
